Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Invasion--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Apoptosis--CellCycleArrest]	ErrProb[Migration--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[EMT]	ErrProb[EMT]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Metastasis--Apoptosis]	ErrProb[Metastasis--Apoptosis]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[Metastasis--EMT--Apoptosis]	ErrProb[Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Apoptosis]	ErrProb[Migration--Apoptosis]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion--Apoptosis]	ErrProb[Metastasis--Invasion--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--Apoptosis]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion--CellCycleArrest]	ErrProb[EMT--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CellCycleArrest]	ErrProb[Migration--EMT--Invasion--CellCycleArrest]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Apoptosis]	ErrProb[Apoptosis]	Prob[EMT--Invasion--Apoptosis--CellCycleArrest]	ErrProb[EMT--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--Apoptosis--CellCycleArrest]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Apoptosis]	ErrProb[Migration--Metastasis--Apoptosis]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[Migration--Invasion--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--Apoptosis]	ErrProb[Migration--Invasion--Apoptosis]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--Invasion--CellCycleArrest]	ErrProb[Metastasis--EMT--Invasion--CellCycleArrest]	
18.2000	0.0016	0.0002	2.0215	0	0	0	0	0.349893	0.002133	0	0	0	0	0	0	0	0	0	0	0.197721	0.001781	0.305615	0.002060	0	0	0	0	0.000758	0.000122	0	0	0.000040	0.000028	0.133879	0.001523	0	0	0.000914	0.000135	0	0	0	0	0	0	0.000027	0.000021	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003211	0.000251	0	0	0	0	0.003160	0.000248	0.000103	0.000045	0	0	0.000020	0.000020	0.000200	0.000062	0	0	0	0	0.000783	0.000123	0	0	0.000140	0.000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001015	0.000141	0.002330	0.000213	0	0	0.000130	0.000050	0	0	0	0	0	0	0.000020	0.000020	0	0	
18.3000	0.0016	0.0002	2.0201	0	0	0	0	0.350184	0.002133	0	0	0	0	0	0	0	0	0	0	0.197624	0.001781	0.305597	0.002060	0	0	0	0	0.000694	0.000116	0	0	0.000040	0.000028	0.133877	0.001523	0	0	0.000981	0.000138	0	0	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003173	0.000249	0	0	0	0	0.003098	0.000244	0.000092	0.000041	0	0	0.000020	0.000020	0.000192	0.000061	0	0	0	0	0.000720	0.000118	0	0	0.000140	0.000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001010	0.000140	0.002339	0.000214	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	
18.4000	0.0016	0.0002	2.0188	0	0	0	0	0.350420	0.002134	0	0	0	0	0	0	0	0	0	0	0.197565	0.001780	0.305586	0.002060	0	0	0	0	0.000662	0.000114	0	0	0.000040	0.000028	0.133805	0.001522	0	0	0.000995	0.000140	0	0	0	0	0	0	0.000028	0.000022	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000002	0.000002	0	0	0	0	0	0	0.003147	0.000248	0	0	0	0	0.003112	0.000246	0.000020	0.000020	0	0	0.000020	0.000020	0.000214	0.000065	0	0	0	0	0.000783	0.000123	0	0	0.000143	0.000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925	0.000134	0.002353	0.000215	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	
18.5000	0.0016	0.0002	2.0167	0	0	0	0	0.350686	0.002134	0	0	0	0	0	0	0	0	0	0	0.197544	0.001780	0.305565	0.002060	0	0	0	0	0.000684	0.000115	0	0	0.000040	0.000028	0.133873	0.001523	0	0	0.000941	0.000135	0	0	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002947	0.000239	0	0	0	0	0.003176	0.000247	0.000036	0.000026	0	0	0.000014	0.000014	0.000246	0.000069	0	0	0	0	0.000718	0.000117	0	0	0.000109	0.000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000871	0.000130	0.002331	0.000214	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	
18.6000	0.0015	0.0002	2.0138	0	0	0	0	0.351027	0.002134	0	0	0	0	0	0	0	0	0	0	0.197516	0.001780	0.305613	0.002060	0	0	0	0	0.000722	0.000119	0	0	0.000040	0.000028	0.133849	0.001523	0	0	0.000918	0.000135	0	0	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000003	0.000003	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002838	0.000236	0	0	0	0	0.003088	0.000246	0.000040	0.000028	0	0	0	0	0.000219	0.000064	0	0	0	0	0.000685	0.000116	0	0	0.000088	0.000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000803	0.000126	0.002349	0.000216	0	0	0.000120	0.000049	0	0	0	0	0	0	0.000020	0.000020	0	0	
18.7000	0.0015	0.0002	2.0122	0	0	0	0	0.351309	0.002135	0	0	0	0	0	0	0	0	0	0	0.197502	0.001780	0.305620	0.002060	0	0	0	0	0.000729	0.000119	0	0	0.000040	0.000028	0.133777	0.001522	0	0	0.000900	0.000133	0	0	0	0	0	0	0.000011	0.000011	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002767	0.000233	0	0	0	0	0.002967	0.000238	0.000040	0.000028	0	0	0	0	0.000200	0.000063	0	0	0	0	0.000712	0.000118	0	0	0.000089	0.000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000841	0.000127	0.002311	0.000213	0	0	0.000120	0.000049	0	0	0	0	0.000005	0.000005	0.000020	0.000020	0	0	
18.8000	0.0015	0.0002	2.0111	0	0	0	0	0.351589	0.002135	0	0	0	0	0	0	0	0	0	0	0.197570	0.001780	0.305611	0.002060	0	0	0	0	0.000722	0.000117	0	0	0.000038	0.000027	0.133612	0.001521	0	0	0.000847	0.000128	0	0	0	0	0	0	0.000016	0.000015	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.000001	0.000001	0.000013	0.000013	0	0	0	0	0	0	0.002714	0.000230	0	0	0	0	0.002825	0.000234	0.000060	0.000034	0	0	0.000005	0.000005	0.000210	0.000064	0	0	0	0	0.000755	0.000121	0	0	0.000074	0.000037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000766	0.000121	0.002378	0.000216	0	0	0.000115	0.000047	0	0	0	0	0.000036	0.000025	0.000020	0.000020	0.000002	0.000002	
18.9000	0.0016	0.0002	2.0093	0	0	0	0	0.351803	0.002136	0	0	0	0	0	0	0	0	0	0	0.197539	0.001780	0.305634	0.002060	0	0	0	0	0.000650	0.000113	0	0	0.000020	0.000020	0.133590	0.001521	0	0	0.000801	0.000125	0	0	0	0	0	0	0.000030	0.000023	0.000015	0.000015	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.002754	0.000232	0	0	0	0	0.002765	0.000233	0.000057	0.000033	0	0	0	0	0.000188	0.000060	0	0	0	0	0.000797	0.000125	0	0	0.000070	0.000036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000702	0.000116	0.002401	0.000217	0	0	0.000105	0.000045	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	
19.0000	0.0016	0.0002	2.0069	0	0	0	0	0.352080	0.002136	0	0	0	0	0	0	0	0	0	0	0.197547	0.001781	0.305651	0.002060	0	0	0	0	0.000658	0.000114	0	0	0.000020	0.000020	0.133585	0.001521	0	0	0.000736	0.000121	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.002755	0.000233	0	0	0	0	0.002612	0.000225	0.000040	0.000028	0	0	0	0	0.000173	0.000058	0.000011	0.000011	0	0	0.000810	0.000126	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655	0.000112	0.002367	0.000215	0	0	0.000120	0.000049	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	
19.1000	0.0016	0.0002	2.0051	0	0	0	0	0.352342	0.002136	0	0	0	0	0	0	0	0	0	0	0.197597	0.001781	0.305667	0.002060	0	0	0	0	0.000651	0.000113	0	0	0.000020	0.000020	0.133480	0.001521	0	0	0.000713	0.000117	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000006	0.000006	0	0	0	0	0	0	0.000004	0.000004	0.002661	0.000228	0	0	0	0	0.002501	0.000221	0.000046	0.000029	0	0	0	0	0.000173	0.000058	0.000020	0.000020	0	0	0.000824	0.000128	0	0	0.000078	0.000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000628	0.000112	0.002390	0.000217	0	0	0.000120	0.000049	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	
19.2000	0.0017	0.0002	2.0032	0	0	0	0	0.352544	0.002137	0	0	0	0	0	0	0	0	0	0	0.197612	0.001781	0.305656	0.002060	0	0	0	0	0.000626	0.000110	0	0	0.000020	0.000020	0.133499	0.001521	0	0	0.000671	0.000115	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.002662	0.000227	0	0	0	0	0.002445	0.000218	0.000040	0.000028	0	0	0	0	0.000144	0.000053	0.000020	0.000020	0	0	0.000825	0.000127	0	0	0.000045	0.000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000643	0.000110	0.002329	0.000214	0	0	0.000120	0.000049	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	
19.3000	0.0016	0.0002	2.0020	0	0	0	0	0.352782	0.002137	0	0	0	0	0	0	0	0	0	0	0.197580	0.001781	0.305652	0.002060	0	0	0	0	0.000627	0.000111	0	0	0.000020	0.000020	0.133452	0.001521	0	0	0.000638	0.000111	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0.002581	0.000224	0	0	0	0	0.002444	0.000216	0.000040	0.000028	0	0	0	0	0.000162	0.000056	0.000020	0.000020	0	0	0.000811	0.000125	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671	0.000114	0.002261	0.000211	0	0	0.000120	0.000049	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	
19.4000	0.0016	0.0002	2.0001	0	0	0	0	0.353033	0.002137	0	0	0	0	0	0	0	0	0	0	0.197612	0.001781	0.305663	0.002060	0	0	0	0	0.000608	0.000109	0	0	0.000020	0.000020	0.133431	0.001521	0	0	0.000711	0.000116	0	0	0	0	0	0	0.000034	0.000025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000017	0.000017	0.002497	0.000221	0	0	0	0	0.002352	0.000213	0.000053	0.000031	0	0	0	0	0.000155	0.000055	0.000020	0.000020	0	0	0.000721	0.000118	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000663	0.000114	0.002184	0.000207	0	0	0.000120	0.000049	0	0	0	0	0.000026	0.000021	0.000020	0.000020	0.000020	0.000020	
19.5000	0.0015	0.0002	1.9987	0	0	0	0	0.353262	0.002137	0	0	0	0	0	0	0	0	0	0	0.197593	0.001781	0.305666	0.002060	0	0	0	0	0.000656	0.000113	0	0	0.000020	0.000020	0.133393	0.001520	0	0	0.000661	0.000113	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000005	0.000005	0	0	0	0	0	0	0.002398	0.000215	0	0	0	0	0.002368	0.000213	0.000095	0.000040	0	0	0	0	0.000135	0.000050	0.000015	0.000015	0	0	0.000721	0.000118	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000631	0.000110	0.002123	0.000203	0	0	0.000107	0.000043	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0.000011	0.000011	
19.6000	0.0013	0.0002	1.9955	0	0	0	0	0.353679	0.002138	0	0	0	0	0	0	0	0	0	0	0.197573	0.001781	0.305680	0.002060	0	0	0	0	0.000625	0.000111	0	0	0.000002	0.000002	0.133397	0.001520	0	0	0.000659	0.000114	0	0	0	0	0	0	0.000048	0.000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000028	0.000022	0	0	0	0	0	0	0.002326	0.000213	0	0	0	0	0.002156	0.000204	0.000081	0.000039	0	0	0	0	0.000143	0.000053	0	0	0	0	0.000689	0.000115	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000668	0.000114	0.002043	0.000201	0	0	0.000104	0.000045	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0	0	
19.7000	0.0012	0.0002	1.9940	0	0	0	0	0.353915	0.002138	0	0	0	0	0	0	0	0	0	0	0.197548	0.001780	0.305694	0.002060	0	0	0	0	0.000573	0.000106	0	0	0	0	0.133359	0.001520	0	0	0.000682	0.000115	0	0	0	0	0	0	0.000051	0.000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.002274	0.000211	0	0	0	0	0.002031	0.000198	0.000060	0.000035	0	0	0	0	0.000148	0.000053	0	0	0	0	0.000641	0.000111	0	0	0.000049	0.000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000687	0.000116	0.002069	0.000202	0	0	0.000120	0.000049	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0	0	
19.8000	0.0011	0.0002	1.9923	0	0	0	0	0.354182	0.002139	0	0	0	0	0	0	0	0	0	0	0.197530	0.001780	0.305687	0.002060	0	0	0	0	0.000568	0.000105	0	0	0	0	0.133339	0.001520	0	0	0.000690	0.000115	0	0	0	0	0	0	0.000021	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000027	0.000021	0	0	0	0	0	0	0.002171	0.000207	0	0	0	0	0.001943	0.000194	0.000060	0.000035	0	0	0.000009	0.000009	0.000174	0.000058	0	0	0	0	0.000572	0.000105	0	0	0.000079	0.000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000732	0.000120	0.002034	0.000201	0	0	0.000120	0.000049	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0	0	
19.9000	0.0011	0.0001	1.9910	0	0	0	0	0.354324	0.002139	0	0	0	0	0	0	0	0	0	0	0.197517	0.001780	0.305695	0.002060	0	0	0	0	0.000528	0.000101	0	0	0	0	0.133358	0.001520	0	0	0.000681	0.000115	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002109	0.000203	0	0	0	0	0.001971	0.000196	0.000073	0.000037	0	0	0.000020	0.000020	0.000172	0.000058	0	0	0	0	0.000517	0.000100	0	0	0.000067	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000696	0.000116	0.002045	0.000200	0	0	0.000127	0.000050	0	0	0	0	0.000040	0.000028	0.000020	0.000020	0	0	
20.0000	0.0010	0.0001	1.9904	0	0	0	0	0.354449	0.002139	0	0	0	0	0	0	0	0	0	0	0.197463	0.001780	0.305683	0.002060	0	0	0	0	0.000502	0.000099	0	0	0	0	0.133329	0.001520	0	0	0.000600	0.000109	0	0	0	0	0	0	0.000021	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002106	0.000203	0	0	0	0	0.001995	0.000197	0.000075	0.000038	0	0	0.000020	0.000020	0.000122	0.000047	0	0	0	0	0.000503	0.000098	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000714	0.000117	0.002133	0.000204	0	0	0.000145	0.000053	0	0	0	0	0.000039	0.000027	0.000020	0.000020	0	0	
20.1000	0.0010	0.0001	1.9892	0	0	0	0	0.354608	0.002139	0	0	0	0	0	0	0	0	0	0	0.197501	0.001780	0.305666	0.002060	0	0	0	0	0.000487	0.000096	0	0	0	0	0.133285	0.001520	0	0	0.000601	0.000108	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002070	0.000202	0	0	0	0	0.001928	0.000194	0.000060	0.000035	0	0	0.000020	0.000020	0.000097	0.000042	0	0	0	0	0.000561	0.000105	0	0	0.000047	0.000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000725	0.000119	0.002083	0.000202	0	0	0.000160	0.000057	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0	0	
20.2000	0.0009	0.0001	1.9883	0	0	0	0	0.354703	0.002140	0	0	0	0	0	0	0	0	0	0	0.197510	0.001780	0.305675	0.002060	0	0	0	0	0.000456	0.000094	0	0	0	0	0.133277	0.001520	0	0	0.000608	0.000107	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000025	0.000021	0	0	0	0	0	0	0.002118	0.000203	0	0	0	0	0.001942	0.000195	0.000063	0.000033	0	0	0.000020	0.000020	0.000088	0.000041	0	0	0	0	0.000545	0.000103	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000695	0.000115	0.001997	0.000199	0	0	0.000159	0.000056	0	0	0	0	0.000020	0.000020	0.000020	0.000020	0	0	
20.3000	0.0008	0.0001	1.9870	0	0	0	0	0.354841	0.002140	0	0	0	0	0	0	0.000010	0.000010	0	0	0.197532	0.001780	0.305652	0.002060	0	0	0	0	0.000476	0.000096	0	0	0	0	0.133309	0.001520	0	0	0.000559	0.000105	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0.001967	0.000197	0	0	0	0	0.002024	0.000199	0.000069	0.000036	0	0	0.000020	0.000020	0.000088	0.000041	0	0	0	0	0.000553	0.000103	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678	0.000115	0.001939	0.000196	0	0	0.000140	0.000053	0	0	0	0	0.000020	0.000020	0.000002	0.000002	0	0	
20.4000	0.0009	0.0001	1.9854	0	0	0	0	0.355079	0.002140	0	0	0	0	0	0	0	0	0	0	0.197468	0.001780	0.305631	0.002060	0	0	0	0	0.000505	0.000099	0	0	0	0	0.133346	0.001520	0	0	0.000555	0.000104	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000035	0.000025	0	0	0	0	0	0	0.002022	0.000199	0	0	0	0	0.001861	0.000189	0.000075	0.000038	0	0	0.000020	0.000020	0.000108	0.000045	0	0	0	0	0.000505	0.000100	0	0	0.000036	0.000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635	0.000111	0.001936	0.000196	0	0	0.000122	0.000049	0	0	0	0	0.000020	0.000020	0	0	0	0	
20.5000	0.0008	0.0001	1.9831	0	0	0	0	0.355332	0.002140	0	0	0	0	0	0	0	0	0	0	0.197485	0.001780	0.305640	0.002060	0	0	0	0	0.000494	0.000099	0	0	0	0	0.133314	0.001520	0	0	0.000592	0.000107	0	0	0	0	0	0	0.000029	0.000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001988	0.000197	0	0	0	0	0.001762	0.000186	0.000040	0.000028	0	0	0.000020	0.000020	0.000100	0.000045	0	0	0	0	0.000468	0.000096	0	0	0.000031	0.000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000643	0.000112	0.001898	0.000194	0	0	0.000110	0.000046	0	0	0	0	0.000033	0.000024	0	0	0	0	
20.6000	0.0010	0.0001	1.9817	0	0	0	0	0.355526	0.002141	0	0	0	0	0	0	0	0	0	0	0.197502	0.001780	0.305628	0.002060	0	0	0	0	0.000526	0.000100	0	0	0	0	0.133276	0.001520	0	0	0.000594	0.000107	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001950	0.000196	0	0	0	0	0.001702	0.000182	0.000042	0.000028	0	0	0.000020	0.000020	0.000100	0.000045	0	0	0	0	0.000452	0.000093	0	0	0.000025	0.000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000595	0.000107	0.001880	0.000193	0	0	0.000100	0.000045	0	0	0	0	0.000040	0.000028	0	0	0	0	
20.7000	0.0011	0.0001	1.9795	0	0	0	0	0.355792	0.002141	0	0	0	0	0	0	0	0	0	0	0.197516	0.001780	0.305605	0.002060	0	0	0	0	0.000555	0.000105	0	0	0	0	0.133305	0.001520	0	0	0.000581	0.000106	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001973	0.000197	0	0	0	0	0.001537	0.000171	0.000052	0.000031	0	0	0.000020	0.000020	0.000093	0.000041	0	0	0	0	0.000415	0.000090	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000561	0.000103	0.001796	0.000188	0	0	0.000091	0.000042	0	0	0	0	0.000040	0.000028	0.000009	0.000009	0	0	
20.8000	0.0011	0.0001	1.9778	0	0	0	0	0.356008	0.002141	0	0	0	0	0	0	0.000001	0.000001	0	0	0.197513	0.001780	0.305585	0.002060	0	0	0	0	0.000542	0.000103	0	0	0	0	0.133286	0.001520	0	0	0.000542	0.000103	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000017	0.000017	0.000020	0.000020	0	0	0	0	0	0	0.001875	0.000191	0	0	0	0	0.001564	0.000172	0.000057	0.000033	0	0	0.000003	0.000003	0.000104	0.000045	0	0	0	0	0.000417	0.000090	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000496	0.000098	0.001833	0.000190	0	0	0.000054	0.000031	0	0	0	0	0.000023	0.000020	0.000019	0.000019	0	0	
