Time	TH	ErrTH	H	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[EMT--CCA]	ErrProb[EMT--CCA]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--CCA]	ErrProb[Metastasis--EMT--CCA]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CCA]	ErrProb[Migration--EMT--Invasion--CCA]	Prob[EMT--Invasion--Apoptosis--CCA]	ErrProb[EMT--Invasion--Apoptosis--CCA]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Invasion--Apoptosis--CCA]	ErrProb[Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--EMT--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Migration--EMT--Apoptosis--CCA]	ErrProb[Migration--EMT--Apoptosis--CCA]	Prob[EMT--Apoptosis--CCA]	ErrProb[EMT--Apoptosis--CCA]	Prob[Metastasis--EMT--Invasion--CCA]	ErrProb[Metastasis--EMT--Invasion--CCA]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[CCA]	ErrProb[CCA]	Prob[Migration--Metastasis--EMT--CCA]	ErrProb[Migration--Metastasis--EMT--CCA]	Prob[Apoptosis--CCA]	ErrProb[Apoptosis--CCA]	Prob[EMT--Invasion--CCA]	ErrProb[EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Migration--EMT--CCA]	ErrProb[Migration--EMT--CCA]	Prob[Invasion--CCA]	ErrProb[Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--CCA]	Prob[Apoptosis]	ErrProb[Apoptosis]	
25.6000	0.0012	0.0002	1.7215	0	0	0	0	0.031618	0.000782	0.000020	0.000020	0.000015	0.000015	0.000249	0.000070	0	0	0	0	0	0	0.001595	0.000176	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.002180	0.000207	0	0	0.478272	0.002234	0.001454	0.000169	0	0	0	0	0.000094	0.000041	0.226589	0.001872	0	0	0.000020	0.000020	0	0	0.000948	0.000137	0.256646	0.001953	0.000258	0.000071	
25.7000	0.0011	0.0001	1.7212	0	0	0	0	0.031584	0.000782	0.000020	0.000020	0	0	0.000260	0.000072	0	0	0	0	0	0	0.001546	0.000174	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.002127	0.000204	0	0	0.478215	0.002234	0.001488	0.000171	0	0	0	0	0.000080	0.000040	0.226589	0.001872	0	0	0.000020	0.000020	0	0	0.000953	0.000137	0.256776	0.001954	0.000301	0.000076	
25.8000	0.0010	0.0001	1.7204	0	0	0	0	0.031566	0.000782	0.000020	0.000020	0	0	0.000273	0.000072	0	0	0	0	0	0	0.001440	0.000167	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.000001	0.000001	0	0	0	0	0.002122	0.000203	0	0	0.478168	0.002234	0.001529	0.000173	0	0	0	0	0.000080	0.000040	0.226576	0.001872	0	0	0.000020	0.000020	0	0	0.000949	0.000136	0.256938	0.001954	0.000297	0.000075	
25.9000	0.0010	0.0001	1.7196	0	0	0	0	0.031561	0.000782	0.000020	0.000020	0	0	0.000267	0.000072	0	0	0	0	0	0	0.001445	0.000167	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002051	0.000201	0	0	0.478135	0.002234	0.001505	0.000170	0	0	0	0	0.000094	0.000042	0.226595	0.001872	0	0	0.000020	0.000020	0	0	0.000920	0.000134	0.257069	0.001954	0.000298	0.000075	
26.0000	0.0010	0.0001	1.7183	0	0	0	0	0.031553	0.000782	0.000012	0.000012	0	0	0.000236	0.000065	0	0	0	0	0	0	0.001462	0.000169	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001923	0.000194	0	0	0.478126	0.002234	0.001475	0.000169	0	0	0	0	0.000101	0.000041	0.226651	0.001872	0	0	0.000020	0.000020	0	0	0.000922	0.000133	0.257201	0.001955	0.000296	0.000076	
26.1000	0.0010	0.0001	1.7169	0	0	0	0	0.031514	0.000781	0	0	0	0	0.000140	0.000053	0	0	0	0	0	0	0.001359	0.000163	0.000012	0.000012	0	0	0.000013	0.000013	0	0	0	0	0	0	0	0	0	0	0	0	0.001839	0.000189	0	0	0.478099	0.002234	0.001554	0.000175	0	0	0	0	0.000140	0.000053	0.226703	0.001872	0	0	0.000007	0.000007	0	0	0.000944	0.000136	0.257368	0.001955	0.000308	0.000078	
26.2000	0.0011	0.0001	1.7157	0	0	0	0	0.031510	0.000781	0	0	0	0	0.000142	0.000051	0	0	0	0	0	0	0.001290	0.000158	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0.001747	0.000183	0	0	0.478071	0.002234	0.001588	0.000176	0	0	0	0	0.000140	0.000053	0.226746	0.001872	0	0	0	0	0	0	0.000918	0.000134	0.257505	0.001955	0.000322	0.000078	
26.3000	0.0010	0.0001	1.7143	0	0	0	0	0.031491	0.000781	0	0	0	0	0.000146	0.000053	0	0	0	0	0	0	0.001177	0.000151	0	0	0	0	0.000020	0.000020	0	0	0.000024	0.000019	0	0	0	0	0	0	0	0	0.001669	0.000180	0	0	0.478056	0.002234	0.001616	0.000178	0	0	0	0	0.000116	0.000047	0.226769	0.001873	0	0	0	0	0	0	0.000925	0.000135	0.257700	0.001956	0.000291	0.000074	
26.4000	0.0011	0.0001	1.7128	0	0	0	0	0.031475	0.000781	0	0	0	0	0.000135	0.000051	0	0	0	0	0	0	0.001133	0.000148	0	0	0	0	0.000020	0.000020	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0.001602	0.000177	0	0	0.478095	0.002234	0.001628	0.000178	0	0	0	0	0.000105	0.000045	0.226795	0.001873	0	0	0	0	0	0	0.000885	0.000132	0.257825	0.001956	0.000262	0.000069	
26.5000	0.0010	0.0001	1.7128	0	0	0	0	0.031460	0.000781	0	0	0	0	0.000137	0.000050	0	0	0	0	0	0	0.001216	0.000153	0	0	0	0	0.000020	0.000020	0	0	0.000075	0.000038	0	0	0	0	0	0	0	0	0.001605	0.000177	0	0	0.478030	0.002234	0.001518	0.000172	0	0	0	0	0.000064	0.000032	0.226788	0.001873	0	0	0	0	0	0	0.000919	0.000134	0.257918	0.001956	0.000249	0.000068	
26.6000	0.0008	0.0001	1.7125	0	0	0	0	0.031490	0.000781	0	0	0	0	0.000117	0.000048	0	0	0	0	0	0	0.001239	0.000155	0	0	0	0	0.000020	0.000020	0	0	0.000079	0.000039	0	0	0	0	0	0	0	0	0.001614	0.000178	0	0	0.478008	0.002234	0.001483	0.000170	0	0	0	0	0.000040	0.000028	0.226724	0.001872	0	0	0	0	0	0	0.000904	0.000133	0.258017	0.001957	0.000266	0.000069	
26.7000	0.0008	0.0001	1.7117	0	0	0	0	0.031506	0.000781	0	0	0	0	0.000112	0.000046	0	0	0	0	0	0	0.001257	0.000156	0	0	0	0	0.000020	0.000020	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0.001577	0.000175	0	0	0.477987	0.002234	0.001409	0.000167	0	0	0	0	0.000040	0.000028	0.226715	0.001872	0	0	0	0	0	0	0.000930	0.000136	0.258135	0.001957	0.000252	0.000069	
26.8000	0.0008	0.0001	1.7119	0	0	0	0	0.031506	0.000781	0.000013	0.000013	0.000016	0.000016	0.000119	0.000049	0	0	0	0	0	0	0.001245	0.000156	0	0	0	0	0.000020	0.000020	0	0	0.000047	0.000029	0	0	0.000011	0.000011	0	0	0	0	0.001567	0.000175	0	0	0.477943	0.002234	0.001365	0.000164	0	0	0	0	0.000041	0.000028	0.226672	0.001872	0	0	0	0	0	0	0.000935	0.000136	0.258244	0.001957	0.000258	0.000071	
26.9000	0.0008	0.0001	1.7113	0	0	0	0	0.031490	0.000781	0.000001	0.000001	0.000020	0.000020	0.000135	0.000048	0	0	0	0	0	0	0.001268	0.000157	0	0	0	0	0.000020	0.000020	0	0	0.000060	0.000034	0	0	0.000020	0.000020	0	0	0	0	0.001486	0.000170	0	0	0.477928	0.002234	0.001357	0.000162	0	0	0	0	0.000032	0.000023	0.226694	0.001872	0	0	0	0	0	0	0.000924	0.000134	0.258320	0.001957	0.000245	0.000069	
27.0000	0.0008	0.0001	1.7111	0	0	0	0	0.031464	0.000781	0	0	0.000020	0.000020	0.000190	0.000060	0	0	0	0	0	0	0.001309	0.000159	0.000012	0.000012	0	0	0.000008	0.000008	0	0	0.000060	0.000035	0	0	0.000004	0.000004	0	0	0	0	0.001401	0.000166	0	0	0.477968	0.002234	0.001351	0.000163	0	0	0	0	0.000020	0.000020	0.226632	0.001872	0	0	0	0	0	0	0.000929	0.000135	0.258387	0.001958	0.000244	0.000069	
27.1000	0.0007	0.0001	1.7106	0	0	0	0	0.031396	0.000780	0	0	0.000028	0.000020	0.000171	0.000058	0	0	0	0	0	0	0.001254	0.000155	0.000020	0.000020	0	0	0	0	0	0	0.000071	0.000036	0	0	0	0	0	0	0	0	0.001406	0.000166	0	0	0.477954	0.002234	0.001398	0.000165	0	0	0	0	0.000012	0.000010	0.226609	0.001872	0	0	0	0	0	0	0.000915	0.000135	0.258516	0.001958	0.000249	0.000069	
27.2000	0.0008	0.0001	1.7098	0	0	0	0	0.031370	0.000779	0	0	0.000017	0.000017	0.000187	0.000059	0	0	0	0	0	0	0.001228	0.000154	0.000020	0.000020	0	0	0	0	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0.001407	0.000166	0	0	0.477969	0.002234	0.001354	0.000162	0	0	0	0	0.000037	0.000026	0.226564	0.001872	0	0	0	0	0	0	0.000889	0.000132	0.258669	0.001958	0.000207	0.000063	
27.3000	0.0009	0.0001	1.7078	0	0	0	0	0.031380	0.000780	0.000011	0.000011	0	0	0.000203	0.000063	0	0	0	0	0	0	0.001247	0.000152	0.000020	0.000020	0	0	0	0	0	0	0.000069	0.000036	0	0	0	0	0	0	0	0	0.001298	0.000158	0	0	0.477982	0.002234	0.001213	0.000153	0	0	0	0	0.000040	0.000028	0.226618	0.001872	0	0	0	0	0	0	0.000917	0.000134	0.258840	0.001959	0.000162	0.000057	
27.4000	0.0010	0.0001	1.7078	0	0	0	0	0.031380	0.000780	0.000020	0.000020	0	0	0.000192	0.000061	0	0	0	0	0	0	0.001307	0.000160	0.000020	0.000020	0	0	0	0	0	0	0.000053	0.000031	0	0	0	0	0	0	0	0	0.001254	0.000157	0	0	0.477949	0.002234	0.001091	0.000146	0	0	0	0	0.000040	0.000028	0.226572	0.001872	0	0	0	0	0	0	0.000952	0.000137	0.258949	0.001959	0.000223	0.000064	
27.5000	0.0010	0.0001	1.7077	0	0	0	0	0.031391	0.000780	0.000022	0.000020	0	0	0.000202	0.000061	0	0	0	0	0	0	0.001279	0.000157	0.000020	0.000020	0	0	0	0	0	0	0.000038	0.000027	0	0	0	0	0	0	0	0	0.001255	0.000155	0	0	0.477918	0.002234	0.001043	0.000142	0	0	0	0	0.000040	0.000028	0.226489	0.001872	0	0	0	0	0	0	0.000968	0.000138	0.259075	0.001959	0.000259	0.000071	
27.6000	0.0009	0.0001	1.7072	0	0	0	0	0.031403	0.000780	0.000035	0.000025	0	0	0.000205	0.000062	0	0	0	0	0	0	0.001218	0.000153	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.001303	0.000159	0	0	0.477897	0.002234	0.001044	0.000142	0	0	0	0	0.000067	0.000035	0.226424	0.001872	0	0	0	0	0	0	0.000919	0.000134	0.259213	0.001960	0.000232	0.000067	
27.7000	0.0009	0.0001	1.7066	0	0	0	0	0.031439	0.000780	0.000020	0.000020	0.000000	0.000000	0.000177	0.000059	0	0	0	0	0	0	0.001184	0.000152	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.001325	0.000162	0	0	0.477866	0.002234	0.001009	0.000140	0	0	0	0	0.000088	0.000041	0.226362	0.001871	0	0	0	0	0	0	0.000892	0.000132	0.259358	0.001960	0.000240	0.000067	
27.8000	0.0009	0.0001	1.7066	0	0	0	0	0.031463	0.000781	0.000020	0.000020	0	0	0.000155	0.000054	0	0	0	0	0	0	0.001189	0.000152	0.000020	0.000020	0	0	0	0	0	0	0.000031	0.000022	0	0	0	0	0	0	0	0	0.001325	0.000161	0	0	0.477852	0.002234	0.000966	0.000137	0	0	0	0	0.000085	0.000039	0.226272	0.001871	0	0	0	0	0	0	0.000908	0.000133	0.259455	0.001960	0.000260	0.000072	
27.9000	0.0008	0.0001	1.7062	0	0	0	0	0.031476	0.000781	0.000020	0.000020	0	0	0.000150	0.000053	0	0	0	0	0	0	0.001172	0.000151	0.000020	0.000020	0	0	0	0	0	0	0.000040	0.000028	0	0	0.000011	0.000011	0	0	0	0	0.001331	0.000161	0	0	0.477778	0.002234	0.000944	0.000136	0	0	0	0	0.000064	0.000035	0.226271	0.001871	0	0	0	0	0	0	0.000885	0.000131	0.259579	0.001961	0.000258	0.000070	
28.0000	0.0007	0.0001	1.7062	0	0	0	0	0.031463	0.000781	0.000020	0.000020	0	0	0.000107	0.000045	0	0	0	0	0	0	0.001149	0.000148	0.000025	0.000018	0	0	0	0	0	0	0.000040	0.000028	0	0	0.000010	0.000010	0	0	0	0	0.001371	0.000165	0	0	0.477720	0.002234	0.000985	0.000137	0	0	0	0	0.000078	0.000036	0.226241	0.001871	0	0	0	0	0	0	0.000881	0.000131	0.259667	0.001961	0.000243	0.000069	
28.1000	0.0007	0.0001	1.7064	0	0	0	0	0.031463	0.000781	0.000020	0.000020	0.000017	0.000017	0.000104	0.000045	0	0	0	0	0	0	0.001131	0.000148	0	0	0	0	0	0	0	0	0.000050	0.000030	0	0	0	0	0	0	0	0	0.001431	0.000167	0	0	0.477677	0.002234	0.001071	0.000145	0	0	0	0	0.000050	0.000030	0.226140	0.001871	0	0	0	0	0	0	0.000812	0.000126	0.259769	0.001961	0.000266	0.000072	
28.2000	0.0008	0.0001	1.7067	0	0	0	0	0.031466	0.000781	0.000018	0.000018	0.000005	0.000005	0.000141	0.000052	0	0	0	0	0	0	0.001100	0.000147	0	0	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0.001446	0.000169	0	0	0.477659	0.002234	0.001060	0.000145	0	0	0	0	0.000055	0.000032	0.226035	0.001870	0	0	0	0	0	0	0.000786	0.000125	0.259870	0.001961	0.000299	0.000076	
28.3000	0.0008	0.0001	1.7057	0	0	0	0	0.031490	0.000781	0	0	0.000006	0.000006	0.000176	0.000058	0	0	0	0	0	0	0.001116	0.000146	0	0	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0	0	0	0	0.001373	0.000163	0	0	0.477650	0.002234	0.000999	0.000138	0	0	0	0	0.000052	0.000031	0.226029	0.001870	0	0	0	0	0	0	0.000775	0.000122	0.259985	0.001962	0.000290	0.000075	
28.4000	0.0008	0.0001	1.7048	0	0	0	0	0.031487	0.000781	0	0	0.000020	0.000020	0.000198	0.000063	0	0	0	0	0	0	0.001104	0.000146	0	0	0	0	0	0	0	0	0.000070	0.000036	0	0	0	0	0	0	0	0	0.001315	0.000162	0	0	0.477634	0.002234	0.000972	0.000138	0	0	0	0	0.000030	0.000022	0.226053	0.001871	0	0	0	0	0	0	0.000761	0.000123	0.260097	0.001962	0.000258	0.000069	
28.5000	0.0007	0.0001	1.7048	0	0	0	0	0.031480	0.000781	0	0	0.000038	0.000027	0.000157	0.000053	0	0	0	0	0	0	0.001151	0.000150	0	0	0	0	0	0	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0.001290	0.000159	0	0	0.477599	0.002234	0.000877	0.000131	0	0	0	0	0.000034	0.000022	0.226040	0.001870	0	0	0	0	0	0	0.000796	0.000125	0.260170	0.001962	0.000289	0.000074	
28.6000	0.0008	0.0001	1.7048	0	0	0	0	0.031470	0.000781	0	0	0.000036	0.000026	0.000138	0.000051	0	0	0	0	0	0	0.001155	0.000150	0	0	0	0	0	0	0	0	0.000080	0.000040	0	0	0	0	0	0	0	0	0.001277	0.000158	0	0	0.477587	0.002234	0.000866	0.000130	0	0	0	0	0.000047	0.000029	0.225980	0.001870	0	0	0	0	0	0	0.000798	0.000126	0.260250	0.001962	0.000317	0.000079	
28.7000	0.0007	0.0001	1.7043	0	0	0	0	0.031460	0.000781	0	0	0.000019	0.000019	0.000158	0.000055	0	0	0	0	0	0	0.001112	0.000147	0	0	0	0	0	0	0	0	0.000080	0.000040	0	0	0.000008	0.000008	0	0	0	0	0.001313	0.000161	0	0	0.477595	0.002234	0.000848	0.000130	0	0	0	0	0.000041	0.000028	0.225918	0.001870	0	0	0	0	0	0	0.000821	0.000128	0.260360	0.001962	0.000267	0.000071	
28.8000	0.0006	0.0001	1.7043	0	0	0	0	0.031460	0.000781	0.000017	0.000017	0	0	0.000150	0.000054	0	0	0	0	0	0	0.001080	0.000146	0	0	0	0	0	0	0	0	0.000063	0.000035	0	0	0.000020	0.000020	0	0	0	0	0.001370	0.000164	0	0	0.477566	0.002234	0.000812	0.000126	0	0	0	0	0.000060	0.000035	0.225869	0.001870	0	0	0	0	0	0	0.000841	0.000128	0.260446	0.001963	0.000244	0.000069	
28.9000	0.0006	0.0001	1.7044	0	0	0	0	0.031441	0.000780	0.000026	0.000021	0	0	0.000172	0.000058	0	0	0	0	0	0	0.001103	0.000146	0	0	0	0	0	0	0	0	0.000054	0.000031	0	0	0.000020	0.000020	0	0	0	0	0.001457	0.000169	0	0	0.477554	0.002234	0.000813	0.000125	0	0	0	0	0.000058	0.000033	0.225788	0.001870	0	0	0	0	0	0	0.000780	0.000124	0.260526	0.001963	0.000210	0.000064	
29.0000	0.0006	0.0001	1.7040	0	0	0	0	0.031454	0.000781	0.000040	0.000028	0	0	0.000147	0.000052	0	0	0	0	0	0	0.001025	0.000141	0	0	0	0	0	0	0	0	0.000040	0.000028	0	0	0.000020	0.000020	0	0	0	0	0.001510	0.000171	0	0	0.477540	0.002234	0.000829	0.000128	0	0	0	0	0.000054	0.000030	0.225714	0.001869	0	0	0	0	0	0	0.000769	0.000123	0.260646	0.001963	0.000212	0.000064	
29.1000	0.0006	0.0001	1.7038	0	0	0	0	0.031461	0.000781	0.000040	0.000028	0	0	0.000152	0.000051	0	0	0	0	0	0	0.001072	0.000144	0	0	0	0	0	0	0	0	0.000045	0.000027	0	0	0.000020	0.000020	0	0	0	0	0.001539	0.000174	0	0	0.477537	0.002234	0.000767	0.000122	0	0	0	0	0.000052	0.000027	0.225657	0.001869	0	0	0	0	0	0	0.000779	0.000124	0.260706	0.001963	0.000174	0.000057	
29.2000	0.0006	0.0001	1.7031	0	0	0	0	0.031491	0.000781	0.000033	0.000022	0	0	0.000179	0.000059	0	0	0	0	0	0	0.000995	0.000139	0	0	0	0	0	0	0	0	0.000056	0.000032	0	0	0.000020	0.000020	0	0	0	0	0.001545	0.000174	0	0	0.477540	0.002234	0.000800	0.000125	0	0	0	0	0.000020	0.000020	0.225575	0.001869	0	0	0	0	0	0	0.000752	0.000121	0.260842	0.001964	0.000152	0.000054	
29.3000	0.0007	0.0001	1.7015	0	0	0	0	0.031482	0.000781	0.000040	0.000028	0	0	0.000166	0.000057	0	0	0	0	0	0	0.000886	0.000132	0	0	0	0	0	0	0	0	0.000041	0.000028	0	0	0.000020	0.000020	0	0	0	0	0.001506	0.000172	0	0	0.477574	0.002234	0.000866	0.000130	0	0	0	0	0.000030	0.000022	0.225591	0.001869	0	0	0	0	0	0	0.000705	0.000117	0.260974	0.001964	0.000120	0.000049	
29.4000	0.0007	0.0001	1.7008	0	0	0	0	0.031467	0.000781	0.000040	0.000028	0	0	0.000131	0.000050	0	0	0	0	0	0	0.000855	0.000127	0	0	0	0	0	0	0	0	0.000057	0.000033	0	0	0.000020	0.000020	0	0	0	0	0.001492	0.000170	0	0	0.477581	0.002234	0.000883	0.000131	0	0	0	0	0	0	0.225556	0.001869	0	0	0	0	0	0	0.000707	0.000118	0.261080	0.001964	0.000130	0.000050	
29.5000	0.0005	0.0001	1.6998	0	0	0	0	0.031470	0.000781	0.000040	0.000028	0	0	0.000104	0.000045	0	0	0	0	0	0	0.000870	0.000129	0.000007	0.000007	0	0	0.000017	0.000017	0	0	0.000020	0.000020	0	0	0.000013	0.000013	0	0	0	0	0.001481	0.000171	0	0	0.477590	0.002234	0.000783	0.000124	0	0	0	0	0.000016	0.000016	0.225524	0.001869	0	0	0	0	0	0	0.000742	0.000122	0.261217	0.001964	0.000106	0.000045	
29.6000	0.0005	0.0001	1.6989	0	0	0	0	0.031475	0.000781	0.000040	0.000028	0	0	0.000108	0.000045	0	0	0	0	0	0	0.000790	0.000124	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0.000040	0.000028	0	0	0	0	0	0	0	0	0.001444	0.000168	0	0	0.477599	0.002234	0.000748	0.000122	0	0	0	0	0.000000	0.000000	0.225488	0.001869	0	0	0	0	0	0	0.000785	0.000125	0.261343	0.001965	0.000100	0.000045	
29.7000	0.0005	0.0001	1.6977	0	0	0	0	0.031486	0.000781	0.000028	0.000022	0.000009	0.000008	0.000096	0.000043	0	0	0	0	0	0	0.000799	0.000123	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0.000036	0.000026	0	0	0	0	0	0	0	0	0.001366	0.000163	0	0	0.477599	0.002234	0.000712	0.000117	0	0	0	0	0	0	0.225506	0.001869	0	0	0	0	0	0	0.000765	0.000122	0.261466	0.001965	0.000092	0.000042	
29.8000	0.0004	0.0001	1.6974	0	0	0	0	0.031502	0.000781	0.000020	0.000020	0.000020	0.000020	0.000080	0.000040	0	0	0	0	0	0	0.000796	0.000125	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.001374	0.000164	0	0	0.477588	0.002234	0.000687	0.000116	0	0	0	0	0	0	0.225452	0.001869	0	0	0	0	0	0	0.000784	0.000124	0.261545	0.001965	0.000094	0.000042	
29.9000	0.0004	0.0001	1.6965	0	0	0	0	0.031539	0.000782	0.000020	0.000020	0.000001	0.000001	0.000080	0.000040	0	0	0	0	0	0	0.000754	0.000119	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.001354	0.000163	0	0	0.477595	0.002234	0.000647	0.000112	0	0	0	0	0	0	0.225398	0.001869	0	0	0	0	0	0	0.000800	0.000126	0.261655	0.001966	0.000097	0.000042	
30.0000	0.0004	0.0001	1.6960	0	0	0	0	0.031526	0.000781	0.000020	0.000020	0	0	0.000073	0.000037	0	0	0	0	0	0	0.000728	0.000118	0.000020	0.000020	0	0	0.000007	0.000007	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.001369	0.000164	0	0	0.477560	0.002234	0.000606	0.000110	0	0	0	0	0.000007	0.000007	0.225387	0.001869	0	0	0	0	0	0	0.000805	0.000126	0.261766	0.001966	0.000107	0.000045	
30.1000	0.0004	0.0001	1.6953	0	0	0	0	0.031538	0.000782	0.000020	0.000020	0	0	0.000060	0.000035	0	0	0	0	0	0	0.000654	0.000112	0.000020	0.000020	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0.001320	0.000161	0	0	0.477523	0.002234	0.000609	0.000108	0	0	0	0	0.000005	0.000005	0.225388	0.001869	0	0	0	0	0	0	0.000828	0.000127	0.261878	0.001966	0.000136	0.000051	
30.2000	0.0004	0.0001	1.6948	0	0	0	0	0.031522	0.000781	0.000020	0.000020	0	0	0.000060	0.000035	0	0	0	0	0	0	0.000642	0.000110	0.000020	0.000020	0	0	0	0	0	0	0.000008	0.000008	0	0	0	0	0	0	0	0	0.001314	0.000159	0	0	0.477513	0.002234	0.000609	0.000109	0	0	0	0	0	0	0.225374	0.001868	0	0	0	0	0	0	0.000829	0.000128	0.261961	0.001966	0.000129	0.000050	
30.3000	0.0005	0.0001	1.6939	0	0	0	0	0.031539	0.000781	0.000020	0.000020	0.000008	0.000008	0.000047	0.000029	0	0	0	0	0	0	0.000633	0.000110	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001255	0.000157	0	0	0.477537	0.002234	0.000562	0.000104	0	0	0	0	0.000009	0.000009	0.225341	0.001868	0	0	0	0	0	0	0.000845	0.000128	0.262067	0.001967	0.000117	0.000048	
30.4000	0.0005	0.0001	1.6926	0	0	0	0	0.031539	0.000782	0.000020	0.000020	0	0	0.000036	0.000025	0	0	0	0	0	0	0.000590	0.000108	0.000003	0.000003	0	0	0	0	0.000017	0.000017	0	0	0	0	0	0	0	0	0	0	0.001154	0.000150	0	0	0.477538	0.002234	0.000635	0.000111	0	0	0	0	0.000020	0.000020	0.225415	0.001869	0	0	0	0	0	0	0.000815	0.000127	0.262139	0.001967	0.000079	0.000037	
30.5000	0.0005	0.0001	1.6921	0	0	0	0	0.031517	0.000781	0.000008	0.000008	0.000008	0.000008	0.000020	0.000020	0	0	0	0	0	0	0.000577	0.000106	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.001116	0.000149	0	0	0.477545	0.002234	0.000708	0.000117	0	0	0	0	0.000020	0.000020	0.225417	0.001869	0	0	0	0	0	0	0.000783	0.000124	0.262187	0.001967	0.000075	0.000038	
30.6000	0.0006	0.0001	1.6925	0	0	0	0	0.031508	0.000781	0	0	0.000020	0.000020	0.000038	0.000027	0	0	0	0	0	0	0.000616	0.000109	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.001156	0.000150	0	0	0.477558	0.002234	0.000694	0.000115	0	0	0	0	0.000020	0.000020	0.225313	0.001868	0	0	0	0	0	0	0.000753	0.000121	0.262238	0.001967	0.000066	0.000035	
30.7000	0.0006	0.0001	1.6926	0	0	0	0	0.031491	0.000781	0	0	0.000034	0.000024	0.000044	0.000029	0	0	0	0	0	0	0.000637	0.000112	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.001126	0.000148	0	0	0.477569	0.002234	0.000705	0.000117	0	0	0	0	0.000020	0.000020	0.225265	0.001868	0	0	0	0	0	0	0.000713	0.000118	0.262293	0.001967	0.000082	0.000040	
30.8000	0.0005	0.0001	1.6932	0	0	0	0	0.031502	0.000781	0	0	0.000018	0.000018	0.000047	0.000029	0	0	0	0	0	0	0.000635	0.000112	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0	0	0	0	0.001162	0.000150	0	0	0.477531	0.002234	0.000717	0.000120	0	0	0	0	0.000020	0.000020	0.225195	0.001868	0	0	0	0	0	0	0.000725	0.000120	0.262328	0.001967	0.000100	0.000045	
