Time	TH	ErrTH	H	Prob[Metastasis--EMT--Invasion]	ErrProb[Metastasis--EMT--Invasion]	Prob[EMT--Invasion--Apoptosis]	ErrProb[EMT--Invasion--Apoptosis]	Prob[EMT--CCA]	ErrProb[EMT--CCA]	Prob[Migration--Metastasis--EMT--Invasion]	ErrProb[Migration--Metastasis--EMT--Invasion]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--EMT--CCA]	ErrProb[Metastasis--EMT--CCA]	Prob[Migration--EMT--Invasion--Apoptosis]	ErrProb[Migration--EMT--Invasion--Apoptosis]	Prob[Migration--EMT--Invasion--CCA]	ErrProb[Migration--EMT--Invasion--CCA]	Prob[EMT--Invasion--Apoptosis--CCA]	ErrProb[EMT--Invasion--Apoptosis--CCA]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Invasion--Apoptosis--CCA]	ErrProb[Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--EMT--Invasion--Apoptosis--CCA]	Prob[Migration--EMT--Invasion]	ErrProb[Migration--EMT--Invasion]	Prob[Migration--EMT--Apoptosis--CCA]	ErrProb[Migration--EMT--Apoptosis--CCA]	Prob[EMT--Apoptosis--CCA]	ErrProb[EMT--Apoptosis--CCA]	Prob[Metastasis--EMT--Invasion--CCA]	ErrProb[Metastasis--EMT--Invasion--CCA]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[CCA]	ErrProb[CCA]	Prob[Migration--Metastasis--EMT--CCA]	ErrProb[Migration--Metastasis--EMT--CCA]	Prob[Apoptosis--CCA]	ErrProb[Apoptosis--CCA]	Prob[EMT--Invasion--CCA]	ErrProb[EMT--Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[EMT--Invasion]	ErrProb[EMT--Invasion]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--Apoptosis--CCA]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Migration--EMT--CCA]	ErrProb[Migration--EMT--CCA]	Prob[Invasion--CCA]	ErrProb[Invasion--CCA]	Prob[Migration--Metastasis--EMT--Invasion--CCA]	ErrProb[Migration--Metastasis--EMT--Invasion--CCA]	Prob[Apoptosis]	ErrProb[Apoptosis]	
9.1000	0.0126	0.0005	2.1228	0	0	0.000020	0.000020	0.033984	0.000808	0.000466	0.000095	0.000829	0.000126	0.002022	0.000195	0	0	0.000252	0.000070	0	0	0.019682	0.000612	0.000160	0.000057	0.000020	0.000020	0.000278	0.000073	0.000040	0.000028	0.000270	0.000071	0	0	0.000141	0.000052	0	0	0	0	0.033524	0.000799	0.000180	0.000060	0.483105	0.002234	0.019002	0.000603	0	0	0	0	0.001073	0.000144	0.249785	0.001934	0.000080	0.000040	0.000026	0.000018	0.000060	0.000035	0.012070	0.000483	0.138955	0.001545	0.003977	0.000276	
9.2000	0.0127	0.0005	2.1158	0	0	0.000020	0.000020	0.034081	0.000810	0.000451	0.000094	0.000762	0.000120	0.001959	0.000193	0	0	0.000244	0.000068	0	0	0.019471	0.000608	0.000179	0.000058	0.000020	0.000020	0.000204	0.000059	0.000022	0.000020	0.000337	0.000078	0	0	0.000127	0.000049	0	0	0	0	0.032590	0.000787	0.000162	0.000057	0.483302	0.002234	0.018506	0.000595	0	0	0	0	0.001063	0.000142	0.249638	0.001933	0.000098	0.000044	0.000009	0.000009	0.000056	0.000033	0.011900	0.000480	0.140971	0.001554	0.003827	0.000272	
9.3000	0.0124	0.0005	2.1103	0	0	0.000004	0.000004	0.034116	0.000811	0.000460	0.000095	0.000725	0.000118	0.001893	0.000190	0	0	0.000220	0.000066	0	0	0.019410	0.000607	0.000197	0.000062	0.000020	0.000020	0.000229	0.000067	0.000012	0.000012	0.000336	0.000079	0	0	0.000169	0.000057	0	0	0	0	0.031539	0.000774	0.000160	0.000057	0.483703	0.002234	0.017943	0.000586	0	0	0	0	0.001030	0.000139	0.249243	0.001933	0.000100	0.000045	0.000023	0.000020	0.000040	0.000028	0.011756	0.000477	0.142834	0.001563	0.003841	0.000273	
9.4000	0.0119	0.0005	2.1032	0	0	0.000004	0.000004	0.034090	0.000810	0.000444	0.000092	0.000678	0.000114	0.001885	0.000190	0	0	0.000185	0.000060	0	0	0.019004	0.000600	0.000251	0.000068	0.000016	0.000016	0.000215	0.000064	0.000004	0.000004	0.000324	0.000077	0	0	0.000156	0.000055	0	0	0	0	0.030361	0.000759	0.000160	0.000057	0.484124	0.002234	0.017364	0.000576	0	0	0	0	0.000986	0.000138	0.248892	0.001932	0.000083	0.000040	0.000058	0.000034	0.000040	0.000028	0.011752	0.000477	0.145091	0.001573	0.003833	0.000272	
9.5000	0.0119	0.0005	2.0969	0	0	0.000020	0.000020	0.034189	0.000811	0.000447	0.000094	0.000685	0.000115	0.001886	0.000190	0	0	0.000171	0.000058	0	0	0.018621	0.000597	0.000266	0.000071	0	0	0.000203	0.000062	0.000037	0.000025	0.000318	0.000077	0	0	0.000127	0.000049	0	0	0	0	0.029121	0.000745	0.000168	0.000057	0.484470	0.002234	0.017126	0.000573	0	0	0	0	0.000898	0.000130	0.248788	0.001932	0.000080	0.000040	0.000079	0.000040	0.000040	0.000028	0.011478	0.000472	0.146950	0.001581	0.003831	0.000273	
9.6000	0.0115	0.0005	2.0897	0	0	0.000020	0.000020	0.034366	0.000813	0.000410	0.000090	0.000665	0.000111	0.002031	0.000198	0	0	0.000144	0.000052	0	0	0.018378	0.000592	0.000236	0.000068	0	0	0.000159	0.000055	0.000060	0.000035	0.000319	0.000077	0	0	0.000118	0.000048	0	0	0	0	0.028084	0.000732	0.000179	0.000058	0.484946	0.002234	0.016913	0.000569	0	0	0	0	0.000788	0.000124	0.248464	0.001931	0.000080	0.000040	0.000104	0.000043	0.000040	0.000028	0.011111	0.000463	0.148744	0.001590	0.003642	0.000264	
9.7000	0.0111	0.0005	2.0870	0	0	0.000015	0.000011	0.034339	0.000813	0.000415	0.000090	0.000644	0.000113	0.002236	0.000208	0	0	0.000146	0.000053	0	0	0.018492	0.000593	0.000220	0.000065	0	0	0.000169	0.000056	0.000060	0.000035	0.000345	0.000081	0	0	0.000104	0.000045	0	0	0	0	0.027395	0.000723	0.000174	0.000058	0.484987	0.002234	0.016395	0.000560	0	0	0	0	0.000718	0.000118	0.248004	0.001929	0.000080	0.000040	0.000135	0.000050	0.000040	0.000028	0.010832	0.000459	0.150356	0.001597	0.003697	0.000268	
9.8000	0.0111	0.0005	2.0822	0	0	0.000020	0.000020	0.034232	0.000812	0.000411	0.000089	0.000625	0.000108	0.002207	0.000205	0	0	0.000160	0.000057	0	0	0.018379	0.000592	0.000217	0.000065	0	0	0.000226	0.000065	0.000060	0.000035	0.000368	0.000082	0	0	0.000111	0.000046	0	0	0	0	0.026421	0.000711	0.000160	0.000057	0.485142	0.002234	0.015984	0.000553	0	0	0	0	0.000703	0.000114	0.247888	0.001930	0.000080	0.000040	0.000090	0.000039	0.000040	0.000028	0.010749	0.000456	0.152021	0.001604	0.003706	0.000267	
9.9000	0.0107	0.0005	2.0746	0	0	0.000020	0.000020	0.034255	0.000812	0.000385	0.000085	0.000559	0.000103	0.002172	0.000202	0	0	0.000160	0.000057	0	0	0.018021	0.000586	0.000185	0.000060	0	0	0.000218	0.000064	0.000062	0.000035	0.000336	0.000081	0	0	0.000080	0.000040	0	0	0	0	0.025580	0.000699	0.000160	0.000057	0.485600	0.002234	0.015984	0.000553	0	0	0	0	0.000820	0.000123	0.247581	0.001928	0.000080	0.000040	0.000062	0.000035	0.000040	0.000028	0.010239	0.000445	0.153794	0.001611	0.003606	0.000263	
10.0000	0.0105	0.0005	2.0690	0	0	0.000027	0.000021	0.034296	0.000813	0.000361	0.000085	0.000511	0.000097	0.002001	0.000196	0	0	0.000170	0.000057	0	0	0.017655	0.000581	0.000165	0.000055	0	0	0.000256	0.000071	0.000058	0.000031	0.000383	0.000085	0	0	0.000080	0.000040	0	0	0	0	0.024905	0.000690	0.000163	0.000056	0.485827	0.002234	0.015728	0.000550	0	0	0	0	0.001000	0.000137	0.247279	0.001928	0.000071	0.000036	0.000073	0.000037	0.000040	0.000028	0.009974	0.000440	0.155574	0.001619	0.003403	0.000256	
10.1000	0.0104	0.0005	2.0632	0	0	0.000040	0.000028	0.034254	0.000812	0.000364	0.000085	0.000488	0.000096	0.001822	0.000185	0	0	0.000215	0.000064	0	0	0.017042	0.000570	0.000174	0.000058	0	0	0.000275	0.000071	0.000060	0.000035	0.000482	0.000097	0	0	0.000098	0.000044	0	0	0	0	0.024238	0.000683	0.000120	0.000046	0.485933	0.002234	0.015507	0.000546	0	0	0	0	0.001010	0.000140	0.247169	0.001928	0.000060	0.000035	0.000060	0.000035	0.000027	0.000021	0.009944	0.000439	0.157366	0.001627	0.003254	0.000251	
10.2000	0.0106	0.0005	2.0572	0	0	0.000031	0.000023	0.034076	0.000810	0.000345	0.000081	0.000483	0.000096	0.001616	0.000176	0	0	0.000242	0.000069	0	0	0.016395	0.000560	0.000190	0.000061	0	0	0.000335	0.000081	0.000060	0.000035	0.000408	0.000087	0	0	0.000109	0.000045	0	0	0	0	0.023723	0.000675	0.000081	0.000040	0.485894	0.002234	0.015575	0.000548	0	0	0	0	0.001051	0.000143	0.247078	0.001928	0.000060	0.000035	0.000070	0.000036	0.000012	0.000012	0.009767	0.000436	0.159215	0.001635	0.003185	0.000246	
10.3000	0.0103	0.0005	2.0522	0	0	0.000020	0.000020	0.034068	0.000810	0.000348	0.000082	0.000491	0.000097	0.001571	0.000174	0	0	0.000240	0.000069	0	0	0.016127	0.000554	0.000181	0.000060	0	0	0.000364	0.000082	0.000060	0.000035	0.000297	0.000073	0	0	0.000163	0.000056	0	0	0	0	0.022903	0.000661	0.000100	0.000045	0.485906	0.002234	0.015280	0.000542	0	0	0	0	0.000998	0.000138	0.246973	0.001927	0.000056	0.000033	0.000079	0.000040	0.000015	0.000015	0.009766	0.000435	0.160827	0.001641	0.003166	0.000246	
10.4000	0.0097	0.0004	2.0482	0	0	0.000026	0.000021	0.034244	0.000812	0.000386	0.000087	0.000529	0.000100	0.001486	0.000167	0	0	0.000228	0.000067	0	0	0.015840	0.000551	0.000196	0.000062	0	0	0.000352	0.000083	0.000064	0.000035	0.000249	0.000069	0	0	0.000144	0.000053	0	0	0	0	0.022092	0.000650	0.000100	0.000045	0.485859	0.002234	0.014996	0.000537	0	0	0	0	0.000987	0.000136	0.246661	0.001926	0.000040	0.000028	0.000058	0.000032	0.000020	0.000020	0.009854	0.000437	0.162393	0.001648	0.003199	0.000249	
10.5000	0.0094	0.0004	2.0444	0	0	0.000040	0.000028	0.034165	0.000811	0.000413	0.000089	0.000535	0.000102	0.001414	0.000165	0	0	0.000220	0.000066	0	0	0.015719	0.000549	0.000195	0.000062	0.000001	0.000001	0.000377	0.000086	0.000056	0.000032	0.000227	0.000067	0	0	0.000105	0.000043	0	0	0	0	0.021625	0.000644	0.000118	0.000048	0.485865	0.002234	0.014728	0.000531	0	0	0	0	0.000900	0.000132	0.246230	0.001925	0.000059	0.000034	0.000042	0.000028	0.000002	0.000002	0.009886	0.000438	0.163904	0.001654	0.003176	0.000248	
10.6000	0.0098	0.0004	2.0393	0	0	0.000059	0.000032	0.034041	0.000809	0.000380	0.000087	0.000466	0.000095	0.001338	0.000159	0	0	0.000201	0.000062	0.000003	0.000003	0.015250	0.000540	0.000191	0.000059	0.000006	0.000006	0.000346	0.000082	0.000053	0.000030	0.000293	0.000073	0	0	0.000096	0.000043	0	0	0	0	0.021213	0.000638	0.000120	0.000049	0.485869	0.002234	0.014721	0.000532	0	0	0	0	0.000882	0.000128	0.245991	0.001925	0.000060	0.000035	0.000047	0.000028	0	0	0.009810	0.000437	0.165509	0.001660	0.003054	0.000243	
10.7000	0.0097	0.0004	2.0356	0	0	0.000060	0.000035	0.033923	0.000809	0.000412	0.000090	0.000490	0.000098	0.001288	0.000157	0	0	0.000140	0.000051	0.000020	0.000020	0.015030	0.000535	0.000186	0.000059	0	0	0.000308	0.000076	0.000065	0.000035	0.000358	0.000083	0	0	0.000080	0.000040	0	0	0	0	0.021080	0.000636	0.000120	0.000049	0.485705	0.002234	0.014702	0.000531	0	0	0	0	0.000753	0.000121	0.245632	0.001923	0.000060	0.000035	0.000052	0.000031	0	0	0.009522	0.000430	0.167012	0.001667	0.003002	0.000240	
10.8000	0.0096	0.0004	2.0305	0	0	0.000060	0.000035	0.034062	0.000811	0.000375	0.000085	0.000508	0.000100	0.001279	0.000155	0	0	0.000122	0.000049	0.000020	0.000020	0.014971	0.000535	0.000176	0.000058	0	0	0.000303	0.000078	0.000096	0.000043	0.000360	0.000082	0	0	0.000087	0.000040	0	0	0	0	0.020695	0.000630	0.000118	0.000048	0.485765	0.002234	0.014249	0.000524	0	0	0	0	0.000675	0.000113	0.245392	0.001923	0.000060	0.000035	0.000086	0.000039	0	0	0.009394	0.000427	0.168428	0.001672	0.002718	0.000229	
10.9000	0.0096	0.0004	2.0235	0	0	0.000060	0.000035	0.034059	0.000810	0.000360	0.000085	0.000457	0.000092	0.001313	0.000158	0	0	0.000164	0.000056	0.000020	0.000020	0.014679	0.000530	0.000167	0.000057	0	0	0.000310	0.000078	0.000092	0.000042	0.000338	0.000081	0	0	0.000098	0.000044	0	0	0	0	0.019953	0.000620	0.000076	0.000037	0.485998	0.002234	0.013845	0.000516	0	0	0	0	0.000604	0.000108	0.245197	0.001923	0.000068	0.000035	0.000100	0.000045	0	0	0.009335	0.000426	0.170134	0.001679	0.002572	0.000221	
11.0000	0.0094	0.0004	2.0196	0	0	0.000041	0.000028	0.033930	0.000809	0.000359	0.000083	0.000443	0.000092	0.001471	0.000169	0	0	0.000184	0.000060	0.000020	0.000020	0.014569	0.000528	0.000177	0.000059	0	0	0.000316	0.000079	0.000046	0.000029	0.000335	0.000078	0	0	0.000118	0.000046	0	0	0	0	0.019492	0.000613	0.000056	0.000032	0.485773	0.002234	0.013624	0.000511	0	0	0	0	0.000561	0.000102	0.245181	0.001922	0.000114	0.000047	0.000062	0.000035	0	0	0.009081	0.000420	0.171559	0.001685	0.002489	0.000217	
11.1000	0.0092	0.0004	2.0154	0	0	0.000026	0.000021	0.033929	0.000809	0.000364	0.000082	0.000420	0.000089	0.001470	0.000169	0	0	0.000162	0.000055	0.000020	0.000020	0.014535	0.000527	0.000221	0.000064	0	0	0.000330	0.000079	0.000040	0.000028	0.000236	0.000066	0	0	0.000102	0.000043	0	0	0	0	0.019242	0.000607	0.000040	0.000028	0.485544	0.002234	0.013353	0.000507	0	0	0	0	0.000572	0.000105	0.244985	0.001922	0.000114	0.000047	0.000044	0.000029	0	0	0.008669	0.000410	0.173005	0.001690	0.002581	0.000223	
11.2000	0.0090	0.0004	2.0125	0	0	0.000021	0.000020	0.033844	0.000808	0.000373	0.000085	0.000426	0.000090	0.001432	0.000164	0	0	0.000140	0.000053	0.000020	0.000020	0.014261	0.000523	0.000250	0.000070	0.000006	0.000006	0.000331	0.000080	0.000043	0.000028	0.000222	0.000064	0	0	0.000082	0.000040	0	0	0	0	0.019240	0.000608	0.000040	0.000028	0.485350	0.002234	0.013350	0.000508	0	0	0	0	0.000578	0.000104	0.244577	0.001921	0.000100	0.000045	0.000040	0.000028	0	0	0.008391	0.000404	0.174384	0.001696	0.002500	0.000219	
11.3000	0.0090	0.0004	2.0083	0	0	0.000040	0.000028	0.033849	0.000808	0.000360	0.000084	0.000429	0.000091	0.001479	0.000169	0	0	0.000140	0.000053	0.000020	0.000020	0.013922	0.000516	0.000225	0.000066	0	0	0.000268	0.000072	0.000029	0.000021	0.000238	0.000069	0	0	0.000100	0.000045	0	0	0	0	0.019160	0.000608	0.000040	0.000028	0.485367	0.002235	0.013252	0.000505	0	0	0	0	0.000538	0.000103	0.244070	0.001920	0.000100	0.000045	0.000034	0.000024	0	0	0.008212	0.000399	0.175822	0.001701	0.002305	0.000210	
11.4000	0.0091	0.0004	2.0043	0	0	0.000040	0.000028	0.033838	0.000808	0.000332	0.000081	0.000410	0.000087	0.001491	0.000168	0	0	0.000125	0.000049	0.000012	0.000012	0.013717	0.000513	0.000239	0.000067	0.000014	0.000014	0.000180	0.000058	0.000035	0.000025	0.000230	0.000066	0	0	0.000095	0.000041	0	0	0	0	0.018976	0.000603	0.000039	0.000026	0.485211	0.002234	0.013210	0.000505	0.000008	0.000008	0	0	0.000480	0.000095	0.243830	0.001919	0.000099	0.000044	0.000032	0.000023	0	0	0.008092	0.000397	0.177065	0.001706	0.002204	0.000205	
11.5000	0.0089	0.0004	2.0004	0	0	0.000027	0.000021	0.033886	0.000808	0.000301	0.000076	0.000396	0.000084	0.001484	0.000168	0	0	0.000103	0.000045	0.000007	0.000007	0.013637	0.000512	0.000221	0.000065	0.000020	0.000020	0.000140	0.000051	0.000026	0.000021	0.000228	0.000067	0	0	0.000103	0.000045	0	0	0	0	0.018657	0.000600	0.000040	0.000028	0.485232	0.002234	0.012915	0.000499	0.000009	0.000009	0	0	0.000503	0.000097	0.243444	0.001918	0.000091	0.000041	0.000020	0.000020	0	0	0.008054	0.000395	0.178271	0.001710	0.002184	0.000205	
11.6000	0.0087	0.0004	1.9962	0	0	0.000020	0.000020	0.033933	0.000809	0.000298	0.000076	0.000357	0.000081	0.001523	0.000173	0	0	0.000082	0.000040	0	0	0.013525	0.000508	0.000214	0.000063	0.000020	0.000020	0.000092	0.000041	0.000040	0.000028	0.000178	0.000056	0	0	0.000111	0.000046	0	0	0	0	0.018411	0.000595	0.000040	0.000028	0.485215	0.002234	0.012453	0.000490	0	0	0	0	0.000524	0.000101	0.243003	0.001917	0.000100	0.000045	0.000020	0.000020	0	0	0.007952	0.000394	0.179691	0.001716	0.002200	0.000205	
11.7000	0.0086	0.0004	1.9919	0	0	0.000020	0.000020	0.033871	0.000808	0.000294	0.000076	0.000419	0.000089	0.001465	0.000167	0	0	0.000110	0.000046	0	0	0.013672	0.000512	0.000180	0.000058	0.000020	0.000020	0.000117	0.000046	0.000040	0.000028	0.000171	0.000056	0	0	0.000098	0.000044	0	0	0	0	0.017748	0.000584	0.000010	0.000010	0.485155	0.002234	0.011988	0.000480	0	0	0	0	0.000547	0.000101	0.242962	0.001917	0.000093	0.000042	0.000008	0.000008	0	0	0.007809	0.000388	0.180976	0.001721	0.002227	0.000207	
11.8000	0.0083	0.0004	1.9880	0	0	0.000020	0.000020	0.033820	0.000808	0.000272	0.000073	0.000454	0.000093	0.001462	0.000168	0	0	0.000120	0.000049	0	0	0.013667	0.000511	0.000180	0.000060	0.000015	0.000015	0.000135	0.000050	0.000028	0.000021	0.000183	0.000060	0	0	0.000084	0.000040	0	0	0	0	0.017156	0.000575	0	0	0.485101	0.002234	0.011582	0.000472	0	0	0	0	0.000493	0.000096	0.242823	0.001916	0.000092	0.000042	0	0	0	0	0.007932	0.000393	0.182182	0.001725	0.002199	0.000205	
11.9000	0.0085	0.0004	1.9840	0	0	0.000014	0.000014	0.033883	0.000808	0.000261	0.000072	0.000459	0.000093	0.001394	0.000164	0	0	0.000106	0.000045	0.000006	0.000006	0.013357	0.000505	0.000160	0.000053	0	0	0.000133	0.000051	0.000041	0.000025	0.000206	0.000062	0	0	0.000094	0.000042	0	0	0	0	0.016841	0.000570	0	0	0.484991	0.002235	0.011315	0.000467	0	0	0	0	0.000526	0.000099	0.242621	0.001916	0.000100	0.000045	0	0	0	0	0.007763	0.000389	0.183549	0.001730	0.002181	0.000205	
12.0000	0.0085	0.0004	1.9801	0	0	0	0	0.033886	0.000808	0.000299	0.000077	0.000425	0.000089	0.001420	0.000167	0	0	0.000100	0.000045	0.000020	0.000020	0.013179	0.000501	0.000148	0.000053	0	0	0.000144	0.000052	0.000046	0.000029	0.000207	0.000064	0	0	0.000080	0.000038	0	0	0	0	0.016639	0.000567	0	0	0.484766	0.002234	0.010846	0.000455	0	0	0	0	0.000505	0.000098	0.242524	0.001916	0.000109	0.000045	0.000012	0.000012	0	0	0.007541	0.000385	0.184942	0.001735	0.002161	0.000203	
12.1000	0.0083	0.0004	1.9746	0	0	0	0	0.033703	0.000806	0.000244	0.000068	0.000389	0.000086	0.001419	0.000164	0	0	0.000100	0.000045	0.000020	0.000020	0.013034	0.000499	0.000178	0.000057	0	0	0.000146	0.000050	0.000040	0.000028	0.000171	0.000056	0	0	0.000071	0.000036	0	0	0	0	0.016326	0.000562	0	0	0.484740	0.002234	0.010722	0.000453	0	0	0	0	0.000490	0.000096	0.242378	0.001916	0.000100	0.000045	0.000020	0.000020	0	0	0.007270	0.000375	0.186355	0.001740	0.002085	0.000200	
12.2000	0.0081	0.0004	1.9718	0	0	0	0	0.033623	0.000805	0.000207	0.000063	0.000341	0.000080	0.001354	0.000160	0	0	0.000100	0.000045	0.000020	0.000020	0.012755	0.000494	0.000181	0.000060	0	0	0.000136	0.000049	0.000040	0.000028	0.000158	0.000054	0	0	0.000079	0.000039	0	0	0	0	0.015959	0.000553	0	0	0.484618	0.002234	0.010556	0.000451	0	0	0	0	0.000569	0.000104	0.242025	0.001914	0.000100	0.000045	0.000020	0.000020	0	0	0.007340	0.000377	0.187665	0.001745	0.002155	0.000205	
12.3000	0.0080	0.0004	1.9685	0	0	0	0	0.033620	0.000805	0.000182	0.000060	0.000329	0.000079	0.001338	0.000159	0	0	0.000100	0.000045	0.000005	0.000005	0.012589	0.000491	0.000191	0.000061	0	0	0.000160	0.000057	0.000063	0.000033	0.000143	0.000052	0	0	0.000043	0.000028	0	0	0	0	0.015754	0.000552	0	0	0.484550	0.002234	0.010241	0.000444	0	0	0	0	0.000550	0.000103	0.241638	0.001913	0.000095	0.000043	0.000037	0.000026	0	0	0.007416	0.000380	0.188889	0.001749	0.002066	0.000198	
12.4000	0.0079	0.0004	1.9648	0	0	0	0	0.033587	0.000805	0.000187	0.000060	0.000369	0.000082	0.001342	0.000159	0	0	0.000100	0.000045	0	0	0.012328	0.000487	0.000168	0.000057	0.000019	0.000019	0.000166	0.000057	0.000065	0.000035	0.000145	0.000052	0	0	0.000050	0.000030	0	0	0	0	0.015539	0.000548	0	0	0.484494	0.002234	0.010020	0.000439	0	0	0	0	0.000491	0.000095	0.241377	0.001912	0.000075	0.000038	0.000048	0.000029	0	0	0.007420	0.000381	0.190108	0.001754	0.001903	0.000191	
12.5000	0.0077	0.0004	1.9606	0	0	0	0	0.033491	0.000804	0.000200	0.000063	0.000338	0.000081	0.001287	0.000156	0	0	0.000099	0.000044	0	0	0.011991	0.000479	0.000163	0.000055	0.000013	0.000013	0.000207	0.000063	0.000061	0.000032	0.000195	0.000060	0	0	0.000061	0.000032	0	0	0	0	0.015127	0.000540	0	0	0.484455	0.002234	0.009975	0.000438	0	0	0	0	0.000400	0.000087	0.241275	0.001912	0.000069	0.000036	0.000058	0.000032	0.000019	0.000019	0.007342	0.000378	0.191347	0.001758	0.001825	0.000188	
12.6000	0.0075	0.0004	1.9568	0	0	0.000007	0.000007	0.033447	0.000803	0.000219	0.000066	0.000385	0.000085	0.001303	0.000159	0	0	0.000080	0.000040	0	0	0.011336	0.000466	0.000139	0.000050	0	0	0.000209	0.000062	0.000043	0.000028	0.000217	0.000065	0	0	0.000060	0.000035	0	0	0	0	0.014977	0.000538	0.000011	0.000011	0.484347	0.002234	0.010082	0.000441	0	0	0	0	0.000372	0.000083	0.240876	0.001911	0.000077	0.000039	0.000052	0.000030	0.000009	0.000009	0.007093	0.000371	0.192829	0.001763	0.001828	0.000188	
12.7000	0.0076	0.0004	1.9525	0	0	0.000020	0.000020	0.033363	0.000802	0.000234	0.000068	0.000366	0.000083	0.001368	0.000162	0	0	0.000080	0.000040	0	0	0.011090	0.000461	0.000118	0.000048	0	0	0.000243	0.000068	0.000028	0.000022	0.000248	0.000069	0	0	0.000060	0.000035	0	0	0	0	0.014510	0.000530	0.000020	0.000020	0.484365	0.002234	0.010037	0.000440	0	0	0	0	0.000322	0.000077	0.240729	0.001911	0.000090	0.000041	0.000001	0.000001	0	0	0.006872	0.000367	0.193998	0.001767	0.001838	0.000188	
12.8000	0.0075	0.0004	1.9489	0	0	0.000020	0.000020	0.033392	0.000803	0.000230	0.000066	0.000364	0.000082	0.001304	0.000158	0	0	0.000080	0.000040	0	0	0.010901	0.000457	0.000096	0.000043	0	0	0.000275	0.000074	0.000020	0.000020	0.000200	0.000061	0	0	0.000060	0.000035	0	0	0	0	0.014158	0.000524	0.000020	0.000020	0.484294	0.002235	0.009868	0.000435	0	0	0	0	0.000340	0.000079	0.240477	0.001910	0.000080	0.000040	0	0	0	0	0.006777	0.000362	0.195149	0.001771	0.001895	0.000191	
12.9000	0.0074	0.0004	1.9464	0	0	0.000002	0.000002	0.033234	0.000801	0.000257	0.000070	0.000428	0.000091	0.001258	0.000154	0	0	0.000080	0.000040	0	0	0.010864	0.000457	0.000092	0.000041	0	0	0.000260	0.000071	0.000020	0.000020	0.000155	0.000054	0	0	0.000043	0.000028	0	0	0	0	0.014241	0.000524	0.000020	0.000020	0.484143	0.002234	0.009703	0.000431	0	0	0	0	0.000353	0.000081	0.240041	0.001909	0.000075	0.000038	0	0	0	0	0.006571	0.000356	0.196303	0.001775	0.001856	0.000189	
13.0000	0.0071	0.0004	1.9443	0	0	0	0	0.033170	0.000800	0.000236	0.000068	0.000473	0.000095	0.001198	0.000151	0	0	0.000076	0.000038	0	0	0.010787	0.000456	0.000118	0.000048	0	0	0.000208	0.000062	0.000020	0.000020	0.000180	0.000060	0	0	0.000034	0.000024	0	0	0	0	0.013986	0.000520	0.000020	0.000020	0.483943	0.002234	0.009663	0.000431	0	0	0	0	0.000351	0.000081	0.239806	0.001908	0.000052	0.000031	0.000017	0.000017	0	0	0.006493	0.000355	0.197317	0.001779	0.001853	0.000190	
13.1000	0.0070	0.0004	1.9413	0	0	0	0	0.033197	0.000800	0.000240	0.000068	0.000386	0.000085	0.001149	0.000148	0	0	0.000060	0.000035	0	0	0.010774	0.000457	0.000100	0.000045	0	0	0.000226	0.000066	0.000020	0.000020	0.000167	0.000057	0	0	0.000020	0.000020	0	0	0	0	0.013710	0.000515	0.000020	0.000020	0.483915	0.002235	0.009616	0.000431	0	0	0	0	0.000372	0.000084	0.239546	0.001908	0.000040	0.000028	0.000029	0.000022	0	0	0.006397	0.000352	0.198165	0.001782	0.001850	0.000189	
13.2000	0.0070	0.0004	1.9378	0	0	0.000009	0.000009	0.033258	0.000802	0.000221	0.000065	0.000297	0.000075	0.001210	0.000153	0	0	0.000046	0.000029	0	0	0.010467	0.000449	0.000100	0.000045	0	0	0.000233	0.000067	0.000020	0.000020	0.000173	0.000058	0	0	0.000020	0.000020	0	0	0	0	0.013557	0.000512	0.000020	0.000020	0.483748	0.002234	0.009507	0.000429	0	0	0	0	0.000398	0.000086	0.239424	0.001907	0.000035	0.000025	0.000050	0.000030	0	0	0.006189	0.000347	0.199232	0.001785	0.001785	0.000186	
